Id	Modularity Class
org.argouml.uml.ui.behavior.common_behavior.UMLActionAsynchronousCheckBox	89
org.argouml.cognitive.ui.ActionAutoCritique	89
org.argouml.ui.CheckboxTableModel	89
org.argouml.uml.diagram.ui.AbstractActionCheckBoxMenuItem	89
org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem	89
org.argouml.uml.ui.behavior.activity_graphs.ActionNewEntryCallAction	89
org.argouml.notation.providers.uml.SDMessageNotationUml	90
org.argouml.notation.providers.uml.AbstractMessageNotationUml	90
org.argouml.uml.ui.behavior.activity_graphs.ActionSetSynch	91
org.argouml.uml.ui.behavior.activity_graphs.UMLActionSynchCheckBox	91
org.argouml.uml.diagram.state.ui.FigCompositeState	92
org.argouml.uml.diagram.state.ui.FigSimpleState	92
org.argouml.gefext.ArgoFigLine	93
org.argouml.gefext.ArgoModeCreateFigLine	93
org.argouml.ui.ContextActionFactoryManager	94
org.argouml.ui.ContextActionFactory	94
org.argouml.gefext.DeferredBufferedImage	95
org.argouml.profile.UserDefinedProfileHelper	95
org.argouml.profile.internal.ocl.DefaultOclEvaluator	96
org.argouml.profile.internal.ocl.OclExpressionEvaluator	96
org.argouml.profile.internal.ocl.uml14.OclEnumLiteral	96
org.argouml.profile.internal.ocl.ComputeDesignMaterials	96
org.argouml.uml.diagram.static_structure.layout.ClassdiagramLayouter	97
org.argouml.uml.diagram.static_structure.layout.ClassdiagramNode	97
org.argouml.sequence2.diagram.ModePlaceClassifierRole	98
org.argouml.sequence2.diagram.SelectionClassifierRole	98
org.argouml.sequence2.diagram.ModeCreateMessage	99
org.argouml.sequence2.diagram.SequenceDiagramGraphModel	99
org.argouml.sequence2.diagram.FigActivation	99
org.argouml.sequence2.diagram.FigClassifierRole	99
org.argouml.sequence2.diagram.FigLifeLine	99
org.argouml.sequence2.diagram.FigMessage	99
org.argouml.sequence2.SequenceDiagramModule	99
org.argouml.sequence2.diagram.UMLSequenceDiagram	99
org.argouml.sequence2.diagram.FigDestroy	99
org.argouml.sequence2.diagram.FigHead	99
org.argouml.sequence2.diagram.ActionAddClassifierRole	99
org.argouml.sequence2.diagram.ActionSetAddMessageMode	99
org.argouml.sequence2.diagram.FigMessageComparator	99
org.argouml.sequence2.diagram.FigMessageSpline	99
org.argouml.sequence2.diagram.ModeBroomMessages	99
org.argouml.sequence2.diagram.SelectionMessage	99
org.argouml.sequence2.diagram.SequenceDiagramFactory	99
org.argouml.uml.diagram.DiagramSettings	100
org.argouml.model.XmiException	100
org.argouml.uml.reveng.DiagramInterface	101
org.argouml.uml.diagram.layout.LayoutedEdge	101
org.argouml.uml.diagram.DiagramFactoryInterface	102
org.argouml.uml.diagram.DiagramFactoryInterface2	102
org.argouml.uml.diagram.ui.ArgoFig	103
org.argouml.uml.diagram.ui.ArgoFigGroup	103
org.argouml.uml.diagram.ui.ArgoFigText	103
org.argouml.uml.diagram.collaboration.ui.FigAssociationRole	104
org.argouml.uml.diagram.ui.FigTextGroup	104
org.argouml.uml.diagram.ArgoDiagram	105
org.argouml.uml.diagram.ArgoDiagramImpl	105
org.argouml.uml.diagram.DiagramFactory	105
org.argouml.uml.diagram.GraphChangeAdapter	105
org.argouml.model.DiDiagram	105
org.argouml.model.DiagramInterchangeModel	105
org.argouml.model.DiElement	105
org.argouml.uml.diagram.activity.layout.ActivityDiagramLayouter	105
org.argouml.ui.TransferableModelElements	105
org.argouml.uml.ui.behavior.collaborations.ActionAddMessagePredecessor	106
org.argouml.uml.ui.foundation.core.ActionNewModelElementConstraint	106
org.argouml.uml.ui.behavior.use_cases.ActionNewUseCaseExtensionPoint	107
org.argouml.uml.ui.behavior.use_cases.ActionNewExtendExtensionPoint	107
org.argouml.ocl.ArgoFacade	108
org.argouml.ui.DisplayTextTree	108
org.argouml.uml.diagram.ui.FigMessage	109
org.argouml.uml.diagram.state.ui.FigState	109
org.argouml.uml.cognitive.critics.CrMissingOperName	110
org.argouml.uml.cognitive.critics.CrIllegalGeneralization	110
org.argouml.uml.cognitive.critics.CrUnnavigableAssoc	111
org.argouml.uml.cognitive.critics.CrMultipleAgg	111
org.argouml.uml.cognitive.critics.CrNoTriggerOrGuard	112
org.argouml.uml.cognitive.critics.CrInterfaceOperOnly	112
org.argouml.uml.cognitive.critics.CrMissingClassName	113
org.argouml.uml.cognitive.critics.CrMissingStateName	113
org.argouml.uml.cognitive.critics.CrMissingAttrName	114
org.argouml.uml.cognitive.critics.CrUnconventionalClassName	114
org.argouml.uml.cognitive.critics.WizOperName	115
org.argouml.util.ItemUID	115
org.argouml.uml.cognitive.critics.CrOppEndVsAttr	116
org.argouml.uml.cognitive.critics.CrMultiComposite	116
org.argouml.uml.diagram.ui.SelectionMoveClarifiers	117
org.argouml.uml.diagram.ui.SelectionEdgeClarifiers	117
org.argouml.swingext.JLinkButton	118
org.argouml.uml.reveng.MethodImportInterface	118
org.argouml.application.security.ArgoAwtExceptionHandler	119
org.argouml.uml.diagram.layout.LayoutHelper	119
org.argouml.structure2.StructureDiagram2Module	120
org.argouml.uml.cognitive.ChildGenSearch	120
org.argouml.uml.reveng.ImportSettingsInternal	121
org.argouml.uml.reveng.Setting	121
org.argouml.uml.reveng.SettingsTypes	121
org.argouml.uml.ui.LabelledLayout	122
org.argouml.core.propertypanels.ui.UMLLinkedList	122
org.argouml.uml.diagram.ui.ActionSetAddAssociationEndMode	123
org.argouml.uml.diagram.ui.FigUsage	123
org.argouml.uml.diagram.ui.ActionSetAddCommentLinkMode	123
org.argouml.uml.diagram.ui.FigPermission	123
org.argouml.uml.diagram.ui.SelectionRerouteEdge	123
org.argouml.uml.diagram.ui.ActionAddAssociationRole	123
org.argouml.uml.diagram.ui.ActionSetAddAssociationMode	123
org.argouml.uml.diagram.ui.ActionSetAddAssociationClassMode	123
org.argouml.uml.diagram.static_structure.ui.FigModel	124
org.argouml.uml.diagram.static_structure.ui.FigSubsystem	124
org.argouml.uml.cognitive.critics.CrOppEndConflict	125
org.argouml.uml.cognitive.critics.CrUtilityViolated	125
org.argouml.model.DummyModelMemento	126
org.argouml.model.UmlChangeEvent	126
org.argouml.uml.ui.UMLComboBox2	126
org.argouml.uml.ui.UMLModelElementListModel2	126
org.argouml.model.AddAssociationEvent	126
org.argouml.model.AssociationChangeEvent	126
org.argouml.model.AttributeChangeEvent	126
org.argouml.model.DeleteInstanceEvent	126
org.argouml.model.InstanceChangeEvent	126
org.argouml.model.RemoveAssociationEvent	126
org.argouml.uml.ui.UMLComboBoxModel2	126
org.argouml.uml.ui.UMLPlainTextDocument	126
org.argouml.ui.targetmanager.TargettableModelView	126
org.argouml.core.propertypanels.ui.UMLSignalComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLTransitionTriggerComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLLinkAssociationComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLModelElementNamespaceComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLCallEventOperationComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLCallActionOperationComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLCollaborationRepresentedClassifierComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLCollaborationRepresentedOperationComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLMessageActivatorComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLTemplateParameterDefaultElementComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLTemplateParameterParameterComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLAssociationEndTypeComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLAssociationRoleBaseComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLEditableComboBox	127
org.argouml.core.propertypanels.ui.UMLGeneralizationPowertypeComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLMetaClassComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLMultiplicityPanel	127
org.argouml.core.propertypanels.ui.UMLStateMachineContextComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLStubStateComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLSubmachineStateComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLStructuralFeatureTypeComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLComponentInstanceClassifierComboBoxModel	127
org.argouml.core.propertypanels.ui.UMLActivityGraphContextComboBoxModel	127
org.argouml.uml.diagram.static_structure.ui.UMLClassDiagram	128
org.argouml.uml.diagram.ui.ModeCreateAssociationEnd	128
org.argouml.uml.diagram.use_case.ui.UMLUseCaseDiagram	128
org.argouml.uml.diagram.collaboration.ui.UMLCollaborationDiagram	128
org.argouml.uml.diagram.deployment.ui.UMLDeploymentDiagram	128
org.argouml.uml.diagram.ui.ActionSetMode	128
org.argouml.uml.diagram.Relocatable	128
org.argouml.ui.TabToDoTarget	129
org.argouml.ui.TabTarget	129
org.argouml.ui.TabFigTarget	129
org.argouml.uml.diagram.state.PredIsStartState	130
org.argouml.ocl.OCLUtil	130
org.argouml.uml.ui.behavior.state_machines.PopupMenuNewEvent	131
org.argouml.uml.ui.foundation.core.ActionSetElementOwnershipSpecification	131
org.argouml.uml.ui.AbstractActionRemoveElement	131
org.argouml.uml.ui.behavior.common_behavior.ActionNewAction	132
org.argouml.uml.ui.UMLStimulusActionTextProperty	132
org.argouml.cognitive.ui.WizStep	133
org.argouml.cognitive.ui.WizDescription	133
org.argouml.uml.ui.UMLRadioButtonPanel	134
org.argouml.uml.ui.UMLCheckBox2	134
org.argouml.uml.cognitive.critics.CrNameConfusion	135
org.argouml.uml.cognitive.critics.CrAssocNameConflict	135
org.argouml.uml.TMResults	136
org.argouml.uml.cognitive.critics.WizManyNames	136
org.argouml.uml.diagram.ui.ModeCreateGraphEdge	137
org.argouml.uml.diagram.activity.ui.ActionCreatePartition	137
org.argouml.uml.diagram.ui.ModeCreateGeneralization	137
org.argouml.uml.diagram.activity.ui.ModePlacePartition	137
org.argouml.uml.diagram.ui.FigDependency	138
org.argouml.uml.diagram.ui.FigGeneralization	138
org.argouml.uml.diagram.state.ui.FigTransition	139
org.argouml.uml.diagram.static_structure.ui.FigLink	139
org.argouml.uml.diagram.ui.ModeCreateCommentEdge	140
org.argouml.uml.diagram.ui.FigAssociationClass	140
org.argouml.uml.diagram.ui.FigEdgeAssociationClass	140
org.argouml.uml.diagram.ui.FigEdgePort	140
org.argouml.uml.diagram.ui.FigClassAssociationClass	140
org.argouml.uml.diagram.ui.ModeCreateAssociationClass	140
org.argouml.uml.ui.UMLTableCellRenderer	140
org.argouml.model.NotImplementedException	140
org.argouml.ui.NavigatorPane	141
org.argouml.ui.TreeModelSupport	141
org.argouml.cognitive.CompoundCritic	142
org.argouml.cognitive.Critic	142
org.argouml.uml.cognitive.UMLToDoItem	143
org.argouml.cognitive.ToDoItem	143
org.argouml.cognitive.Poster	143
org.argouml.cognitive.Highlightable	143
org.argouml.cognitive.ui.WizStepChoice	144
org.argouml.cognitive.ui.WizStepManyTextFields	144
org.argouml.cognitive.ui.WizStepConfirm	144
org.argouml.cognitive.ui.WizStepCue	144
org.argouml.cognitive.ui.WizStepTextField	144
org.argouml.uml.cognitive.critics.CrDisambigClassName	145
org.argouml.uml.cognitive.critics.CrIllegalName	145
org.argouml.uml.cognitive.critics.CrUselessInterface	146
org.argouml.uml.cognitive.critics.CrClassMustBeAbstract	146
org.argouml.uml.cognitive.critics.CrNoAssociations	147
org.argouml.uml.cognitive.critics.CrNoInstanceVariables	147
org.argouml.uml.cognitive.critics.CrNoOperations	147
org.argouml.uml.cognitive.critics.CrUnconventionalPackName	148
org.argouml.uml.cognitive.critics.CrReservedName	148
org.argouml.uml.cognitive.critics.CrUnconventionalOperName	149
org.argouml.uml.cognitive.critics.CrUnconventionalAttrName	149
org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName	149
org.argouml.uml.cognitive.critics.WizAssocComposite	150
org.argouml.uml.cognitive.critics.WizBreakCircularComp	150
org.argouml.persistence.ModelMemberFilePersister	151
org.argouml.persistence.MemberFilePersister	151
org.argouml.persistence.SAXParserBase	151
org.argouml.persistence.ToDoItemXMLHelper	151
org.argouml.persistence.XmiInputStream	151
org.argouml.persistence.PersistenceManager	151
org.argouml.persistence.XmiFilePersister	151
org.argouml.persistence.ZipFilePersister	151
org.argouml.persistence.PgmlUtility	151
org.argouml.uml.cognitive.ProjectMemberTodoList	151
org.argouml.persistence.OffenderXMLHelper	151
org.argouml.persistence.ResolvedCriticXMLHelper	151
org.argouml.persistence.PrivateHandler	151
org.argouml.persistence.AbstractFilePersister	151
org.argouml.persistence.OldModelMemberFilePersister	151
org.argouml.persistence.OldZargoFilePersister	151
org.argouml.persistence.ProjectFilePersister	151
org.argouml.taskmgmt.ProgressEvent	151
org.argouml.taskmgmt.ProgressListener	151
org.argouml.persistence.FigEdgeHandler	151
org.argouml.persistence.PGMLStackParser	151
org.argouml.persistence.UmlFilePersister	151
org.argouml.persistence.ZargoFilePersister	151
org.argouml.persistence.ArgoParser	151
org.argouml.persistence.TodoListMemberFilePersister	151
org.argouml.persistence.TodoParser	151
org.argouml.persistence.ArgoTokenTable	151
org.argouml.persistence.ProfileConfigurationFilePersister	151
org.argouml.persistence.DiagramMemberFilePersister	151
org.argouml.kernel.MemberList	151
org.argouml.persistence.UmlVersionException	151
org.argouml.persistence.VersionException	151
org.argouml.persistence.XmiFormatException	151
org.argouml.persistence.TodoTokenTable	151
org.argouml.persistence.ProjectFileView	151
org.argouml.persistence.XmlInputStream	151
org.argouml.persistence.XMLElement	151
org.argouml.persistence.XmlFilePersister	151
org.argouml.kernel.AbstractProjectMember	151
org.argouml.persistence.OpenException	151
org.argouml.persistence.PersistenceException	151
org.argouml.persistence.SaveException	151
org.argouml.persistence.XMLTokenTableBase	151
org.argouml.persistence.XmiExtensionParser	151
org.argouml.cognitive.Offender	151
org.argouml.uml.ui.SourcePathController	151
org.argouml.ui.SplashScreen	152
org.argouml.ui.SplashPanel	152
org.argouml.uml.cognitive.critics.CrNodeInstanceInsideElement	153
org.argouml.uml.cognitive.critics.CrNodeInstanceWithoutClassifier	153
org.argouml.uml.cognitive.critics.CrConstructorNeeded	154
org.argouml.uml.cognitive.critics.CrSubclassReference	154
org.argouml.uml.cognitive.critics.CrNodeInsideElement	155
org.argouml.uml.cognitive.critics.CrObjectWithoutClassifier	155
org.argouml.uml.cognitive.critics.CrTooManyAttr	156
org.argouml.uml.cognitive.critics.CrTooManyOper	156
org.argouml.uml.cognitive.critics.CrTooManyAssoc	157
org.argouml.uml.cognitive.critics.CrTooManyStates	157
org.argouml.uml.cognitive.critics.CrNonAggDataType	158
org.argouml.uml.cognitive.critics.CrTooManyClasses	158
org.argouml.uml.cognitive.critics.CrTooManyTransitions	158
org.argouml.uml.cognitive.critics.AbstractCrTooMany	158
org.argouml.uml.cognitive.critics.CrUML	159
org.argouml.uml.cognitive.checklist.UMLCheckItem	159
org.argouml.uml.cognitive.critics.CrWrongLinkEnds	160
org.argouml.uml.cognitive.critics.CrWrongDepEnds	160
org.argouml.uml.cognitive.critics.WizMEName	161
org.argouml.uml.cognitive.critics.WizNavigable	161
org.argouml.uml.diagram.use_case.UseCaseDiagramGraphModel	162
org.argouml.uml.diagram.collaboration.CollabDiagramGraphModel	162
org.argouml.uml.diagram.deployment.DeploymentDiagramGraphModel	162
org.argouml.uml.diagram.UMLMutableGraphSupport	163
org.argouml.uml.diagram.ui.StylePanelFigMessage	163
org.argouml.uml.diagram.ui.SPFigEdgeModelElement	163
org.argouml.ui.explorer.rules.GoModelElementToTemplateParameter	164
org.argouml.uml.diagram.ui.StereotypeStyled	164
org.argouml.core.propertypanels.model.MetaDataCache	165
org.argouml.core.propertypanels.model.PanelData	165
org.argouml.core.propertypanels.ui.SwingUIFactory	165
org.argouml.core.propertypanels.ui.UMLReceptionSpecificationDocument	165
org.argouml.core.propertypanels.ui.ListFactory	165
org.argouml.core.propertypanels.ui.RowSelector	165
org.argouml.core.propertypanels.ui.SimpleListModel	165
org.argouml.core.propertypanels.ui.UMLComboBoxNavigator	165
org.argouml.core.propertypanels.model.GetterSetterManager	165
org.argouml.core.propertypanels.model.GetterSetterManagerImpl	165
org.argouml.core.propertypanels.ui.NavigateUpAction	165
org.argouml.core.propertypanels.ui.NavigateNextAction	165
org.argouml.core.propertypanels.ui.NavigatePreviousAction	165
org.argouml.core.propertypanels.ui.SingleListFactory	165
org.argouml.core.propertypanels.ui.CheckBox	165
org.argouml.core.propertypanels.ui.NavigateSiblingAction	165
org.argouml.core.propertypanels.ui.AbstractActionAddModelElement	165
org.argouml.core.propertypanels.ui.UmlControl	165
org.argouml.core.propertypanels.model.CheckBoxData	165
org.argouml.core.propertypanels.model.ControlData	165
org.argouml.core.propertypanels.model.IconIdentifiable	165
org.argouml.core.propertypanels.model.Named	165
org.argouml.uml.cognitive.critics.CrNoIncomingTransitions	166
org.argouml.uml.cognitive.critics.CrNoTransitions	166
org.argouml.uml.cognitive.critics.CrNoOutgoingTransitions	166
org.argouml.ui.PerspectiveSupport	167
org.argouml.ui.TreeModelComposite	167
org.argouml.uml.diagram.DiagramElement	168
org.argouml.uml.util.SortedListModel	168
org.argouml.uml.ui.foundation.core.ActionAddClientDependencyAction	169
org.argouml.uml.ui.foundation.core.ActionAddSupplierDependencyAction	169
org.argouml.uml.diagram.use_case.ui.FigExtend	170
org.argouml.uml.diagram.use_case.ui.FigInclude	170
org.argouml.uml.ui.ActionActivityDiagram	171
org.argouml.uml.ui.ActionCollaborationDiagram	171
org.argouml.uml.ui.ActionStateDiagram	171
org.argouml.uml.ui.ActionNewDiagram	171
org.argouml.uml.diagram.ui.ArgoFigUtil	172
org.argouml.util.logging.AwtExceptionHandler	172
org.argouml.cognitive.Designer	173
org.argouml.application.StartCritics	173
org.argouml.cognitive.critics.SnoozeOrder	173
org.argouml.application.api.CommandLineInterface	173
org.argouml.ui.explorer.ExplorerTree	174
org.argouml.ui.explorer.PerspectiveConfigurator	174
org.argouml.ui.explorer.NameOrder	174
org.argouml.ui.explorer.TypeThenNameOrder	174
org.argouml.ui.explorer.PerspectiveManager	174
org.argouml.ui.explorer.ExplorerEventAdaptor	174
org.argouml.ui.explorer.ExplorerPerspective	174
org.argouml.ui.explorer.ExplorerTreeModel	174
org.argouml.ui.explorer.ExplorerTreeNode	174
org.argouml.ui.explorer.PerspectiveComboBox	174
org.argouml.ui.explorer.PerspectiveManagerListener	174
org.argouml.ui.explorer.TreeModelUMLEventListener	174
org.argouml.ui.explorer.rules.GoModelElementToContainedLostElements	174
org.argouml.uml.diagram.static_structure.ui.ClassDiagramRenderer	175
org.argouml.uml.diagram.UmlDiagramRenderer	175
org.argouml.uml.diagram.use_case.ui.UseCaseDiagramRenderer	175
org.argouml.cognitive.StandardCM	176
org.argouml.cognitive.ControlMech	176
org.argouml.cognitive.GoalModel	176
org.argouml.cognitive.ui.KnowledgeTypeNode	176
org.argouml.cognitive.ui.GoListToDecisionsToItems	177
org.argouml.cognitive.ui.GoListToGoalsToItems	177
org.argouml.cognitive.ui.GoListToOffenderToItem	177
org.argouml.cognitive.ui.GoListToPosterToItem	177
org.argouml.cognitive.ui.GoListToPriorityToItem	177
org.argouml.cognitive.ui.GoListToTypeToItem	177
org.argouml.cognitive.ListSet	177
org.argouml.cognitive.checklist.Checklist	178
org.argouml.cognitive.checklist.CheckItem	178
org.argouml.cognitive.checklist.ChecklistStatus	178
org.argouml.cognitive.DecisionModel	178
org.argouml.uml.PredicateSearch	179
org.argouml.util.ChildGenerator	179
org.argouml.util.Predicate	179
org.argouml.util.PredicateEquals	179
org.argouml.util.PredicateStringMatch	179
org.argouml.util.PredicateType	179
org.argouml.uml.ui.UMLComboBoxNavigator	180
org.argouml.uml.ui.UMLUserInterfaceContainer	180
org.argouml.uml.diagram.activity.ui.UMLActivityDiagram	181
org.argouml.uml.diagram.state.ui.UMLStateDiagram	181
org.argouml.uml.ui.ActionNavigateUpNextDown	182
org.argouml.uml.ui.ActionNavigateUpPreviousDown	182
org.argouml.uml.cognitive.critics.CrCircularInheritance	183
org.argouml.uml.cognitive.critics.CrAlreadyRealizes	183
org.argouml.uml.ui.TabStyle	184
org.argouml.ui.StylePanel	184
org.argouml.ui.ArgoJFontChooser	185
org.argouml.uml.ui.behavior.common_behavior.ActionNewActionSequence	185
org.argouml.uml.ui.UMLModelElementTaggedValueDocument	186
org.argouml.uml.ui.TabDocumentation	186
org.argouml.uml.ui.UMLModelElementCommentDocument	186
org.argouml.uml.ui.ActionRemoveModelElement	187
org.argouml.uml.ui.UMLChangeDispatch	187
org.argouml.cognitive.ui.ToDoTreeRenderer	188
org.argouml.cognitive.checklist.ui.TabChecklist	188
org.argouml.uml.diagram.collaboration.ui.CollabDiagramRenderer	189
org.argouml.uml.diagram.deployment.ui.DeploymentDiagramRenderer	189
org.argouml.uml.diagram.ui.RadioAction	190
org.argouml.uml.diagram.ui.ActionAddExistingNode	190
org.argouml.uml.diagram.ui.ActionAddExistingNodes	190
org.argouml.uml.diagram.ui.AddExistingNodeCommand	190
org.argouml.uml.diagram.ui.DnDJGraph	190
org.argouml.uml.diagram.ui.ActionAddExistingEdge	190
org.argouml.ui.cmd.PrintManager	190
org.argouml.uml.ui.foundation.core.UMLDiagramNameDocument	190
org.argouml.uml.diagram.SequenceDiagram	191
org.argouml.gefext.ArgoFigCircle	191
org.argouml.application.events.ArgoDiagramAppearanceEvent	192
org.argouml.application.events.ArgoDiagramAppearanceEventListener	192
org.argouml.application.events.ArgoEvent	193
org.argouml.application.events.ArgoEventTypes	193
org.argouml.application.events.ArgoNotationEvent	193
org.argouml.application.events.ArgoNotationEventListener	193
org.argouml.application.api.ArgoEventListener	193
org.argouml.uml.diagram.ui.InitDiagramAppearanceUI	194
org.argouml.uml.ui.InitUmlUI	194
org.argouml.uml.diagram.activity.ui.ActivityDiagramPropPanelFactory	194
org.argouml.application.helpers.ApplicationVersion	195
org.argouml.util.EnumerationIterator	195
org.argouml.util.IteratorEnumeration	195
org.argouml.uml.ui.PropPanelFactory	196
org.argouml.uml.ui.PropPanelFactoryManager	196
org.argouml.uml.diagram.DiagramAppearance	197
org.argouml.util.SingleElementIterator	197
org.argouml.uml.diagram.state.ui.FigStateVertex	198
org.argouml.uml.diagram.state.PredIsFinalState	198
org.argouml.uml.diagram.deployment.ui.SelectionComponent	199
org.argouml.uml.diagram.collaboration.ui.SelectionClassifierRole	199
org.argouml.uml.diagram.static_structure.ui.SelectionComment	200
org.argouml.uml.diagram.activity.ui.SelectionActionState	200
org.argouml.uml.diagram.deployment.ui.SelectionComponentInstance	200
org.argouml.uml.diagram.deployment.ui.SelectionNode	200
org.argouml.uml.diagram.deployment.ui.SelectionNodeInstance	200
org.argouml.uml.diagram.deployment.ui.SelectionObject	200
org.argouml.uml.diagram.state.ui.SelectionState	200
org.argouml.uml.diagram.static_structure.ui.SelectionClass	200
org.argouml.uml.diagram.static_structure.ui.SelectionInterface	200
org.argouml.uml.diagram.use_case.ui.SelectionActor	200
org.argouml.uml.diagram.use_case.ui.SelectionUseCase	200
org.argouml.uml.diagram.static_structure.ui.SelectionDataType	200
org.argouml.uml.diagram.static_structure.ui.SelectionEnumeration	200
org.argouml.uml.ui.ActionAddDiagram	201
org.argouml.uml.generator.AbstractSection	201
org.argouml.uml.diagram.ui.Clarifiable	202
org.argouml.uml.diagram.ui.SelectionNodeClarifiers2	202
org.argouml.uml.diagram.static_structure.ui.SelectionGeneralizableElement	202
org.argouml.uml.diagram.static_structure.ui.SelectionSignal	202
org.argouml.uml.diagram.static_structure.ui.SelectionException	202
org.argouml.uml.cognitive.critics.CrCircularComposition	203
org.argouml.uml.cognitive.critics.CrEmptyPackage	203
org.argouml.uml.cognitive.critics.CrSeqInstanceWithoutClassifier	204
org.argouml.uml.cognitive.critics.CrNameConflict	204
org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier	205
org.argouml.pattern.cognitive.critics.CrConsiderFacade	205
org.argouml.uml.cognitive.critics.CrClassWithoutComponent	206
org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier	206
org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode	207
org.argouml.uml.cognitive.critics.CrComponentWithoutNode	207
org.argouml.uml.cognitive.critics.CrObjectWithoutComponent	208
org.argouml.uml.cognitive.critics.CrInterfaceWithoutComponent	208
org.argouml.uml.diagram.ui.FigProfileIcon	209
org.argouml.uml.diagram.ui.ActionStereotypeView	209
org.argouml.core.propertypanels.ui.UMLAssociationAssociationRoleListModel	210
org.argouml.core.propertypanels.ui.UMLStateMachineTransitionListModel	210
org.argouml.core.propertypanels.ui.Ordered	211
org.argouml.core.propertypanels.ui.UMLAssociationConnectionListModel	211
org.argouml.core.propertypanels.ui.UMLClassifierParameterListModel	211
org.argouml.core.propertypanels.ui.UMLLinkConnectionListModel	211
org.argouml.core.propertypanels.ui.UMLEventParameterListModel	211
org.argouml.uml.ui.foundation.core.UMLStructuralFeatureTargetScopeCheckBox	212
org.argouml.uml.ui.foundation.core.UMLModelElementVisibilityRadioButtonPanel	212
org.argouml.uml.ui.foundation.core.UMLStructuralFeatureChangeabilityRadioButtonPanel	212
org.argouml.uml.cognitive.critics.CrMultipleInitialStates	213
org.argouml.uml.cognitive.critics.CrInvalidJoin	213
org.argouml.uml.cognitive.critics.CrInvalidFork	214
org.argouml.uml.cognitive.critics.CrInvalidInitial	214
org.argouml.uml.cognitive.critics.CrInvalidBranch	215
org.argouml.uml.cognitive.critics.CrNoGuard	215
org.argouml.uml.ui.foundation.core.ActionSetAssociationEndOrdering	216
org.argouml.uml.ui.foundation.core.ActionSetAssociationEndNavigable	216
org.argouml.uml.ui.foundation.core.UMLOperationConcurrencyRadioButtonPanel	217
org.argouml.uml.ui.foundation.core.UMLParameterDirectionKindRadioButtonPanel	217
org.argouml.uml.ui.foundation.core.ActionSetChangeability	217
org.argouml.uml.ui.foundation.core.ActionSetFeatureOwnerScope	217
org.argouml.uml.ui.foundation.core.ActionSetOperationConcurrencyKind	217
org.argouml.uml.ui.foundation.core.ActionSetParameterDirectionKind	217
org.argouml.uml.ui.foundation.core.ActionSetAssociationEndTargetScope	218
org.argouml.uml.ui.foundation.core.ActionSetStructuralFeatureTargetScope	218
org.argouml.uml.ui.foundation.core.ActionSetModelElementVisibility	218
org.argouml.uml.ui.foundation.core.UMLAssociationEndTargetScopeCheckbox	219
org.argouml.uml.ui.foundation.core.UMLAssociationEndChangeabilityRadioButtonPanel	219
org.argouml.uml.ui.foundation.core.UMLAssociationEndOrderingCheckBox	219
org.argouml.uml.ui.foundation.core.UMLFeatureOwnerScopeCheckBox	220
org.argouml.uml.ui.foundation.core.UMLAssociationEndNavigableCheckBox	220
org.argouml.uml.ui.ActionSequenceDiagram	221
org.argouml.uml.ui.ActionAddTopLevelPackage	221
org.argouml.uml.ui.ActionDeploymentDiagram	222
org.argouml.uml.ui.ActionClassDiagram	222
org.argouml.uml.ui.ActionUseCaseDiagram	222
org.argouml.uml.diagram.state.ui.StateDiagramRenderer	223
org.argouml.sequence2.diagram.SequenceDiagramRenderer	223
org.argouml.uml.diagram.activity.ui.ActivityDiagramRenderer	223
org.argouml.activity2.diagram.BaseDiagram	223
org.argouml.activity2.diagram.UMLActivityDiagram	223
org.argouml.activity2.diagram.ActivityDiagramRenderer	223
org.argouml.activity2.diagram.FigActivityEdge	223
org.argouml.activity2.diagram.CreateDiagramElementAction	223
org.argouml.activity2.diagram.ModePlaceDiagramElement	223
org.argouml.activity2.ActivityDiagramPropPanelFactory	223
org.argouml.activity2.diagram.ActivityDiagramGraphModel	223
org.argouml.kernel.Owned	223
org.argouml.activity2.diagram.FigAcceptEventPoly	223
org.argouml.activity2.diagram.FigBaseEdge	223
